Aula;Subtítulo;Vídeo;Videoaula;Duração
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;1;RUP - Processo Unificado - Conceitos Iniciais e Boas Práticas;34:52
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;2;RUP - Gráfico das Baleias;17:27
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;3;RUP - O Que Compoe a Metodologia?;19:35
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;4;RUP - Disciplinas;14:39
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;5;RUP - Melhores Práticas: Desenvolvimento Interativo;07:46
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;6;RUP - Melhores Práticas: Gerência de Requisitos;19:40
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;7;RUP - Melhores Práticas: Arquitetura de Componentes;19:53
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;8;RUP - Melhores Práticas: Modelagem Visual (UML);06:43
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;9;RUP - Melhores Práticas: Verificação da Qualidade;07:24
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;10;RUP - Melhores Práticas: Gerenciamento de Mudanças;05:21
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;11;RUP - Estudo de Caso;06:06
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;12;RUP - Detalhamento;13:49
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;13;RUP - Fase de iniciação;20:48
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;14;RUP - Modelagem de Negócios;13:28
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;15;RUP - Requisitos;15:01
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;16;RUP - Fase de elaboração;12:57
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;17;RUP - Análise e Design;11:26
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;18;RUP - Fase da Construção;04:38
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;19;RUP - Implementação;04:42
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;20;RUP - Objetivos;11:03
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;21;RUP - Fase de Transição;05:15
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;22;RUP - Implantação;07:31
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;23;RUP - Gestão de Configuração e Mudanças;07:40
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;24;RUP - Objetivos - 01;04:54
Aula 02;Processo Unificado: Conceitos Básicos, Dimensões Dinâmica, Estática e Prática, Gráfico das Baleias, Fases (Iniciação, Elaboração, Construção e Transição), Disciplinas ou Fluxo de Processos (Modelagem de Negócio, Requisitos, Análise e Projeto, Implementação, Teste, Implantação, Gestão de Configuração e Mudança, Gestão de Projetos, Ambiente), Artefatos, Atividades, Melhores Práticas, Principais Marcos, Princípios Chaves.;25;RUP - Objetivos - 02;08:11
Aula 03;Metodologias Ágeis de Desenvolvimento de Software;1;Métodos Ágeis - Conceitos básicos;34:19
Aula 03;Metodologias Ágeis de Desenvolvimento de Software;2;Gestão Ágil de Projetos;10:29
Aula 04;Scrum;1;Scrum;22:22
Aula 04;Scrum;2;Scrum - Papéis;18:47
Aula 04;Scrum;3;Scrum - Desenvolvedores;11:35
Aula 04;Scrum;4;Scrum - Scrum Master;10:12
Aula 04;Scrum;5;Scrum - Artefatos e Produtos de Trabalho;15:32
Aula 04;Scrum;6;Scrum - Sobre Estimativas;24:58
Aula 04;Scrum;7;Scrum - Sprint Backlog;04:39
Aula 04;Scrum;8;Scrum - Definition of Done (“Pronto”);11:29
Aula 04;Scrum;9;Scrum - Cerimônias (eventos);05:33
Aula 04;Scrum;10;Scrum - Cerimônias - Sprint Planning;05:40
Aula 04;Scrum;11;Scrum - Cerimônias - Daily Scrum;06:06
Aula 04;Scrum;12;Scrum - Cerimônias - Sprint Review;03:55
Aula 04;Scrum;13;Scrum - Cerimônias - Sprint Retrospective;06:49
Aula 04;Scrum;14;Questões - Métodos Ágeis - Parte 04;34:17
Aula 04;Scrum;15;Questões - Métodos Ágeis - Parte 05;17:43
Aula 05;XP;1;Extreme Programming;30:16
Aula 05;XP;2;Questões - Métodos Ágeis - Parte 01;25:33
Aula 05;XP;3;Questões - Métodos Ágeis - Parte 02;24:32
Aula 05;XP;4;Questões - Métodos Ágeis - Parte 03;11:50
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";1;Métodos Ágeis: Processos e Técnicas;12:19
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";2;Metodologias Ágeis - Kanban;21:23
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";3;Metodologias Ágeis - TDD (Test-Driven Development);13:17
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";4;Metodologias Ágeis - BDD (Behaviour-Driven Development);08:59
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";5;Metodologias Ágeis - DDD (Domain-Driven Design);08:06
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";6;Metodologias Ágeis - MDA (Model-Driven Architecture);07:10
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";7;Metodologias Ágeis - FDD (Feature-Driven Development);10:08
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";8;Metodologias Ágeis - DSDM - Dynamic Systems Development Method);07:52
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";9;Questões - Métodos Ágeis - Parte 06;10:53
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";10;Devops - Development + Operation;14:54
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";11;Prática Ágil: Refatoração;09:00
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";12;Prática Ágil: Integração Contínua;09:57
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";13;Modelagem Ágil;09:10
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";14;Minimum Viable Product;09:08
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";15;Deployment Pipeline;07:59
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";16;Agile Think Canvas;05:57
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";17;Gestão Ágil de Projetos;10:29
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";18;Técnicas de Planejamento de Escopo;07:08
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";19;Especificação por Exemplo;05:34
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";20;Débito Técnico;08:12
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";21;Ágil Escalado;08:58
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";22;Nexus;07:17
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";23;Safe;06:57
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";24;Management 3.0;09:14
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";25;Prática Ágil: Reengenharia;04:32
Aula 06;"utras metodologias ágeis: Feature-driven Development (FDD), Test-driven Development (TDD), Acceptance Test-driven Development (ATDD), Kanban; Práticas Ágeis.";26;Priorização de Backlog;07:49
Aula 07;"Definição de Requisito, Classificação de Requisitos (Funcional, Não- Funcional, Domínio; Produto, Organizacional, Externo; Confiabilidade, Proteção, Desempenho, etc); Engenharia de Requisitos: Estudo de Viabilidade, Elicitação e Análise de Requisitos, Especificação de Requisitos, Validação de Requisitos, Gestão de Requisitos. Técnicas de Elicitação e Técnicas de Validação.";1;Introdução - Engenharia de Requisitos;22:49
Aula 07;"Definição de Requisito, Classificação de Requisitos (Funcional, Não- Funcional, Domínio; Produto, Organizacional, Externo; Confiabilidade, Proteção, Desempenho, etc); Engenharia de Requisitos: Estudo de Viabilidade, Elicitação e Análise de Requisitos, Especificação de Requisitos, Validação de Requisitos, Gestão de Requisitos. Técnicas de Elicitação e Técnicas de Validação.";2;Classificações de requisitos - Parte 01;14:44
Aula 07;"Definição de Requisito, Classificação de Requisitos (Funcional, Não- Funcional, Domínio; Produto, Organizacional, Externo; Confiabilidade, Proteção, Desempenho, etc); Engenharia de Requisitos: Estudo de Viabilidade, Elicitação e Análise de Requisitos, Especificação de Requisitos, Validação de Requisitos, Gestão de Requisitos. Técnicas de Elicitação e Técnicas de Validação.";3;Classificações de requisitos - Parte 02;15:31
Aula 07;"Definição de Requisito, Classificação de Requisitos (Funcional, Não- Funcional, Domínio; Produto, Organizacional, Externo; Confiabilidade, Proteção, Desempenho, etc); Engenharia de Requisitos: Estudo de Viabilidade, Elicitação e Análise de Requisitos, Especificação de Requisitos, Validação de Requisitos, Gestão de Requisitos. Técnicas de Elicitação e Técnicas de Validação.";4;Estudo de Viabilidade;06:18
Aula 07;"Definição de Requisito, Classificação de Requisitos (Funcional, Não- Funcional, Domínio; Produto, Organizacional, Externo; Confiabilidade, Proteção, Desempenho, etc); Engenharia de Requisitos: Estudo de Viabilidade, Elicitação e Análise de Requisitos, Especificação de Requisitos, Validação de Requisitos, Gestão de Requisitos. Técnicas de Elicitação e Técnicas de Validação.";5;Elicitação e Análise de Requisitos;23:02
Aula 07;"Definição de Requisito, Classificação de Requisitos (Funcional, Não- Funcional, Domínio; Produto, Organizacional, Externo; Confiabilidade, Proteção, Desempenho, etc); Engenharia de Requisitos: Estudo de Viabilidade, Elicitação e Análise de Requisitos, Especificação de Requisitos, Validação de Requisitos, Gestão de Requisitos. Técnicas de Elicitação e Técnicas de Validação.";6;Casos de Uso;25:51
Aula 07;"Definição de Requisito, Classificação de Requisitos (Funcional, Não- Funcional, Domínio; Produto, Organizacional, Externo; Confiabilidade, Proteção, Desempenho, etc); Engenharia de Requisitos: Estudo de Viabilidade, Elicitação e Análise de Requisitos, Especificação de Requisitos, Validação de Requisitos, Gestão de Requisitos. Técnicas de Elicitação e Técnicas de Validação.";7;Análise de Requisitos;04:42
Aula 07;"Definição de Requisito, Classificação de Requisitos (Funcional, Não- Funcional, Domínio; Produto, Organizacional, Externo; Confiabilidade, Proteção, Desempenho, etc); Engenharia de Requisitos: Estudo de Viabilidade, Elicitação e Análise de Requisitos, Especificação de Requisitos, Validação de Requisitos, Gestão de Requisitos. Técnicas de Elicitação e Técnicas de Validação.";8;Especificação de Requisitos;05:35
Aula 07;"Definição de Requisito, Classificação de Requisitos (Funcional, Não- Funcional, Domínio; Produto, Organizacional, Externo; Confiabilidade, Proteção, Desempenho, etc); Engenharia de Requisitos: Estudo de Viabilidade, Elicitação e Análise de Requisitos, Especificação de Requisitos, Validação de Requisitos, Gestão de Requisitos. Técnicas de Elicitação e Técnicas de Validação.";9;Objetivos - Validação de Requisitos;08:07
Aula 07;"Definição de Requisito, Classificação de Requisitos (Funcional, Não- Funcional, Domínio; Produto, Organizacional, Externo; Confiabilidade, Proteção, Desempenho, etc); Engenharia de Requisitos: Estudo de Viabilidade, Elicitação e Análise de Requisitos, Especificação de Requisitos, Validação de Requisitos, Gestão de Requisitos. Técnicas de Elicitação e Técnicas de Validação.";10;Gerenciamento de Requisitos;11:04
Aula 07;"Definição de Requisito, Classificação de Requisitos (Funcional, Não- Funcional, Domínio; Produto, Organizacional, Externo; Confiabilidade, Proteção, Desempenho, etc); Engenharia de Requisitos: Estudo de Viabilidade, Elicitação e Análise de Requisitos, Especificação de Requisitos, Validação de Requisitos, Gestão de Requisitos. Técnicas de Elicitação e Técnicas de Validação.";11;Questões - Engenharia de Requisitos - Parte 01;45:51
Aula 07;"Definição de Requisito, Classificação de Requisitos (Funcional, Não- Funcional, Domínio; Produto, Organizacional, Externo; Confiabilidade, Proteção, Desempenho, etc); Engenharia de Requisitos: Estudo de Viabilidade, Elicitação e Análise de Requisitos, Especificação de Requisitos, Validação de Requisitos, Gestão de Requisitos. Técnicas de Elicitação e Técnicas de Validação.";12;Questões - Engenharia de Requisitos - Parte 02;19:50
Aula 07;"Definição de Requisito, Classificação de Requisitos (Funcional, Não- Funcional, Domínio; Produto, Organizacional, Externo; Confiabilidade, Proteção, Desempenho, etc); Engenharia de Requisitos: Estudo de Viabilidade, Elicitação e Análise de Requisitos, Especificação de Requisitos, Validação de Requisitos, Gestão de Requisitos. Técnicas de Elicitação e Técnicas de Validação.";13;Questões - Engenharia de Requisitos - Parte 03;14:10
Aula 07;"Definição de Requisito, Classificação de Requisitos (Funcional, Não- Funcional, Domínio; Produto, Organizacional, Externo; Confiabilidade, Proteção, Desempenho, etc); Engenharia de Requisitos: Estudo de Viabilidade, Elicitação e Análise de Requisitos, Especificação de Requisitos, Validação de Requisitos, Gestão de Requisitos. Técnicas de Elicitação e Técnicas de Validação.";14;Questões - Engenharia de Requisitos - Parte 04;28:04
Aula 08;Análise e Projeto Estruturado e Essencial.;1;Bibliografia;36:54
Aula 08;Análise e Projeto Estruturado e Essencial.;2;Modelos da Análise Essencial;14:18
Aula 08;Análise e Projeto Estruturado e Essencial.;3;Diagrama de Contexto;12:55
Aula 08;Análise e Projeto Estruturado e Essencial.;4;Lista de Eventos;07:06
Aula 08;Análise e Projeto Estruturado e Essencial.;5;Dicionário de Dados;06:46
Aula 08;Análise e Projeto Estruturado e Essencial.;6;Diagrama de Fluxo de Dados (DFD);12:54
Aula 08;Análise e Projeto Estruturado e Essencial.;7;Diagrama Entidade - Relacionamento (DER);04:38
Aula 08;Análise e Projeto Estruturado e Essencial.;8;Diagrama de Transição de Estados;04:46
Aula 08;Análise e Projeto Estruturado e Essencial.;9;Especificação de Processos;06:48
