Aula;Subtítulo;Vídeo;Videoaula;Duração
Aula 00;Arquitetura e Organização de Computadores (AOC) (Parte 1) - Conjunto de Instruções. Ciclo de Instruções. Arquiteturas clássicas. RISC e CISC. Hardware x Software: Algoritmos e Linguagens de Programação. Máquina multinível. Linguagens de máquina e de montagem. Tradução, compilação e interpretação.;16;Compilador, Montador, Interpretador e Ligador, Linguagens de Máquina e de Montagem - Questões FCC;13:15
Aula 00;Arquitetura e Organização de Computadores (AOC) (Parte 1) - Conjunto de Instruções. Ciclo de Instruções. Arquiteturas clássicas. RISC e CISC. Hardware x Software: Algoritmos e Linguagens de Programação. Máquina multinível. Linguagens de máquina e de montagem. Tradução, compilação e interpretação.;17;Compilador, Montador, Interpretador e Ligador, Linguagens de Máquina e de Montagem - Questões VUNESP;09:53
Aula 00;Arquitetura e Organização de Computadores (AOC) (Parte 1) - Conjunto de Instruções. Ciclo de Instruções. Arquiteturas clássicas. RISC e CISC. Hardware x Software: Algoritmos e Linguagens de Programação. Máquina multinível. Linguagens de máquina e de montagem. Tradução, compilação e interpretação.;18;Compilador, Montador, Interpretador e Ligador, Linguagens de Máquina e de Montagem - Questões MULTIBANCAS;21:43
Aula 01;AOC (Parte 2) - Processamento: CPU. Registradores. Endereçamento de Instruções. Barramento. Clock. Pipeline. Multiprocessamento. Memória: Hierarquia de memória. Memória cache. UMA e NUMA. Endereçamento em memória. Armazenamento em memória secundária.;1;Processador (CPU) - Teoria;26:51
Aula 01;AOC (Parte 2) - Processamento: CPU. Registradores. Endereçamento de Instruções. Barramento. Clock. Pipeline. Multiprocessamento. Memória: Hierarquia de memória. Memória cache. UMA e NUMA. Endereçamento em memória. Armazenamento em memória secundária.;2;Processador (CPU) - Questões CEBRASPE;11:14
Aula 01;AOC (Parte 2) - Processamento: CPU. Registradores. Endereçamento de Instruções. Barramento. Clock. Pipeline. Multiprocessamento. Memória: Hierarquia de memória. Memória cache. UMA e NUMA. Endereçamento em memória. Armazenamento em memória secundária.;3;Processador (CPU) - Questões FGV;04:43
Aula 01;AOC (Parte 2) - Processamento: CPU. Registradores. Endereçamento de Instruções. Barramento. Clock. Pipeline. Multiprocessamento. Memória: Hierarquia de memória. Memória cache. UMA e NUMA. Endereçamento em memória. Armazenamento em memória secundária.;4;Processador (CPU) - Questões FCC;15:43
Aula 01;AOC (Parte 2) - Processamento: CPU. Registradores. Endereçamento de Instruções. Barramento. Clock. Pipeline. Multiprocessamento. Memória: Hierarquia de memória. Memória cache. UMA e NUMA. Endereçamento em memória. Armazenamento em memória secundária.;5;Processador (CPU) - Questões VUNESP;06:48
Aula 01;AOC (Parte 2) - Processamento: CPU. Registradores. Endereçamento de Instruções. Barramento. Clock. Pipeline. Multiprocessamento. Memória: Hierarquia de memória. Memória cache. UMA e NUMA. Endereçamento em memória. Armazenamento em memória secundária.;6;Processador (CPU) - Questões MULTIBANCAS;14:43
Aula 01;AOC (Parte 2) - Processamento: CPU. Registradores. Endereçamento de Instruções. Barramento. Clock. Pipeline. Multiprocessamento. Memória: Hierarquia de memória. Memória cache. UMA e NUMA. Endereçamento em memória. Armazenamento em memória secundária.;7;Hierarquia de Memória, Memórias Principal e Secundária - Teoria;01:10:46
Aula 01;AOC (Parte 2) - Processamento: CPU. Registradores. Endereçamento de Instruções. Barramento. Clock. Pipeline. Multiprocessamento. Memória: Hierarquia de memória. Memória cache. UMA e NUMA. Endereçamento em memória. Armazenamento em memória secundária.;8;Hierarquia de Memória, Memórias Principal e Secundária - Questões CEBRASPE;12:59
Aula 01;AOC (Parte 2) - Processamento: CPU. Registradores. Endereçamento de Instruções. Barramento. Clock. Pipeline. Multiprocessamento. Memória: Hierarquia de memória. Memória cache. UMA e NUMA. Endereçamento em memória. Armazenamento em memória secundária.;9;Hierarquia de Memória, Memórias Principal e Secundária - Questões FGV;12:02
Aula 01;AOC (Parte 2) - Processamento: CPU. Registradores. Endereçamento de Instruções. Barramento. Clock. Pipeline. Multiprocessamento. Memória: Hierarquia de memória. Memória cache. UMA e NUMA. Endereçamento em memória. Armazenamento em memória secundária.;10;Hierarquia de Memória, Memórias Principal e Secundária - Questões FCC;32:01
Aula 01;AOC (Parte 2) - Processamento: CPU. Registradores. Endereçamento de Instruções. Barramento. Clock. Pipeline. Multiprocessamento. Memória: Hierarquia de memória. Memória cache. UMA e NUMA. Endereçamento em memória. Armazenamento em memória secundária.;11;Hierarquia de Memória, Memórias Principal e Secundária - Questões VUNESP;23:45
Aula 01;AOC (Parte 2) - Processamento: CPU. Registradores. Endereçamento de Instruções. Barramento. Clock. Pipeline. Multiprocessamento. Memória: Hierarquia de memória. Memória cache. UMA e NUMA. Endereçamento em memória. Armazenamento em memória secundária.;12;Hierarquia de Memória, Memórias Principal e Secundária - Questões Multibancas;40:55
Aula 02;AOC (Parte 3) - Sistemas de numeração. Conversão de bases. Aritmética binária. Representação dos dados. Operações Lógicas e Tabela Verdade. Álgebra booleana. Circuitos lógicos.;1;Sistemas de Numeração - Teoria;42:28
Aula 02;AOC (Parte 3) - Sistemas de numeração. Conversão de bases. Aritmética binária. Representação dos dados. Operações Lógicas e Tabela Verdade. Álgebra booleana. Circuitos lógicos.;2;Sistemas de Numeração - Questões CEBRASPE;30:19
Aula 02;AOC (Parte 3) - Sistemas de numeração. Conversão de bases. Aritmética binária. Representação dos dados. Operações Lógicas e Tabela Verdade. Álgebra booleana. Circuitos lógicos.;3;Sistemas de Numeração - Questões FGV;31:13
Aula 02;AOC (Parte 3) - Sistemas de numeração. Conversão de bases. Aritmética binária. Representação dos dados. Operações Lógicas e Tabela Verdade. Álgebra booleana. Circuitos lógicos.;4;Sistemas de Numeração - Questões FCC;25:43
Aula 02;AOC (Parte 3) - Sistemas de numeração. Conversão de bases. Aritmética binária. Representação dos dados. Operações Lógicas e Tabela Verdade. Álgebra booleana. Circuitos lógicos.;5;Sistemas de Numeração - Questões VUNESP;14:13
Aula 02;AOC (Parte 3) - Sistemas de numeração. Conversão de bases. Aritmética binária. Representação dos dados. Operações Lógicas e Tabela Verdade. Álgebra booleana. Circuitos lógicos.;6;Sistemas de Numeração - Questões MULTIBANCAS;34:59
Aula 04;Sistemas Operacionais (SO) (Parte 1): Conceitos de Sistemas Operacionais. Gerência de Processos. Gerência de Entrada/Saída (E/S).;1;Sistemas Operacionais Conceitos - Teoria;23:33
Aula 04;Sistemas Operacionais (SO) (Parte 1): Conceitos de Sistemas Operacionais. Gerência de Processos. Gerência de Entrada/Saída (E/S).;2;Sistemas Operacionais Conceitos - Questões CEBRASPE;05:23
Aula 04;Sistemas Operacionais (SO) (Parte 1): Conceitos de Sistemas Operacionais. Gerência de Processos. Gerência de Entrada/Saída (E/S).;3;Sistemas Operacionais Conceitos - Questões FGV;02:33
Aula 04;Sistemas Operacionais (SO) (Parte 1): Conceitos de Sistemas Operacionais. Gerência de Processos. Gerência de Entrada/Saída (E/S).;4;Sistemas Operacionais Conceitos - Questões FCC;08:48
Aula 04;Sistemas Operacionais (SO) (Parte 1): Conceitos de Sistemas Operacionais. Gerência de Processos. Gerência de Entrada/Saída (E/S).;5;Sistemas Operacionais Conceitos - Questões VUNESP;03:02
Aula 04;Sistemas Operacionais (SO) (Parte 1): Conceitos de Sistemas Operacionais. Gerência de Processos. Gerência de Entrada/Saída (E/S).;6;Sistemas Operacionais Conceitos - Questões Multibancas;24:09
Aula 04;Sistemas Operacionais (SO) (Parte 1): Conceitos de Sistemas Operacionais. Gerência de Processos. Gerência de Entrada/Saída (E/S).;7;Sistemas Operacionais: Gerenciamento de Processos - Teoria;35:47
Aula 04;Sistemas Operacionais (SO) (Parte 1): Conceitos de Sistemas Operacionais. Gerência de Processos. Gerência de Entrada/Saída (E/S).;8;Sistemas operacionais: Gerenciamento de processos - Cebraspe;18:33
Aula 04;Sistemas Operacionais (SO) (Parte 1): Conceitos de Sistemas Operacionais. Gerência de Processos. Gerência de Entrada/Saída (E/S).;9;Sistemas operacionais: Gerenciamento de processos - FGV;03:53
Aula 04;Sistemas Operacionais (SO) (Parte 1): Conceitos de Sistemas Operacionais. Gerência de Processos. Gerência de Entrada/Saída (E/S).;10;Sistemas operacionais: Gerenciamento de processos - FCC;09:14
Aula 04;Sistemas Operacionais (SO) (Parte 1): Conceitos de Sistemas Operacionais. Gerência de Processos. Gerência de Entrada/Saída (E/S).;11;Sistemas operacionais: Gerenciamento de processos - Vunesp;07:01
Aula 04;Sistemas Operacionais (SO) (Parte 1): Conceitos de Sistemas Operacionais. Gerência de Processos. Gerência de Entrada/Saída (E/S).;12;Sistemas operacionais: Gerenciamento de processos - Multibancas;34:03
Aula 04;Sistemas Operacionais (SO) (Parte 1): Conceitos de Sistemas Operacionais. Gerência de Processos. Gerência de Entrada/Saída (E/S).;13;Sistemas operacionais: Gerenciamento de memória - Teoria;46:25
Aula 04;Sistemas Operacionais (SO) (Parte 1): Conceitos de Sistemas Operacionais. Gerência de Processos. Gerência de Entrada/Saída (E/S).;14;Sistemas operacionais: Gerenciamento de memória - Cebraspe;09:08
Aula 04;Sistemas Operacionais (SO) (Parte 1): Conceitos de Sistemas Operacionais. Gerência de Processos. Gerência de Entrada/Saída (E/S).;15;Sistemas operacionais: Gerenciamento de memória - FGV;10:15
Aula 04;Sistemas Operacionais (SO) (Parte 1): Conceitos de Sistemas Operacionais. Gerência de Processos. Gerência de Entrada/Saída (E/S).;16;Sistemas operacionais: Gerenciamento de memória - FCC;15:02
Aula 04;Sistemas Operacionais (SO) (Parte 1): Conceitos de Sistemas Operacionais. Gerência de Processos. Gerência de Entrada/Saída (E/S).;17;Sistemas operacionais: Gerenciamento de memória - VUNESP;14:40
Aula 04;Sistemas Operacionais (SO) (Parte 1): Conceitos de Sistemas Operacionais. Gerência de Processos. Gerência de Entrada/Saída (E/S).;18;Sistemas operacionais: Gerenciamento de memória - Multibancas;53:10
Aula 05;SO (Parte 2): Gerência de Memória. Gerência de Armazenamento (Sistemas de Arquivos).;1;Sistemas operacionais: Gerenciamento de Entrada e Saída - Teoria;25:28
Aula 05;SO (Parte 2): Gerência de Memória. Gerência de Armazenamento (Sistemas de Arquivos).;2;Sistemas operacionais: Gerenciamento de Entrada e Saída - Cebraspe;11:13
Aula 05;SO (Parte 2): Gerência de Memória. Gerência de Armazenamento (Sistemas de Arquivos).;3;Sistemas operacionais: Gerenciamento de Entrada e Saída - FGV;04:36
Aula 05;SO (Parte 2): Gerência de Memória. Gerência de Armazenamento (Sistemas de Arquivos).;4;Sistemas Operacionais: Gerenciamento de Entradas e Saída - FCC;11:58
Aula 05;SO (Parte 2): Gerência de Memória. Gerência de Armazenamento (Sistemas de Arquivos).;5;Sistemas Operacionais: Gerenciamento de Entradas e Saída - VUNESP;06:52
Aula 05;SO (Parte 2): Gerência de Memória. Gerência de Armazenamento (Sistemas de Arquivos).;6;Sistemas Operacionais: Gerenciamento de Entradas e Saída - MULTIBANCAS;26:06
Aula 05;SO (Parte 2): Gerência de Memória. Gerência de Armazenamento (Sistemas de Arquivos).;7;Sistemas Operacionais Gerenciamento de Armazenamento (Sistemas de Arquivos) - Teoria;32:32
Aula 05;SO (Parte 2): Gerência de Memória. Gerência de Armazenamento (Sistemas de Arquivos).;8;Sistemas Operacionais Gerenciamento de Armazenamento (Sistemas de Arquivos) Questões CEBRASPE;13:17
Aula 05;SO (Parte 2): Gerência de Memória. Gerência de Armazenamento (Sistemas de Arquivos).;9;Sistemas Operacionais Gerenciamento de Armazenamento (Sistemas de Arquivos) Questões FGV;08:42
Aula 05;SO (Parte 2): Gerência de Memória. Gerência de Armazenamento (Sistemas de Arquivos).;10;Sistemas Operacionais Gerenciamento de Armazenamento (Sistemas de Arquivos) Questões FCC;10:03
Aula 05;SO (Parte 2): Gerência de Memória. Gerência de Armazenamento (Sistemas de Arquivos).;11;Sistemas Operacionais Gerenciamento de Armazenamento (Sistemas de Arquivos) Questões VUNESP;03:58
Aula 05;SO (Parte 2): Gerência de Memória. Gerência de Armazenamento (Sistemas de Arquivos).;12;Sistemas Operacionais Gerenciamento de Armazenamento (Sistemas de Arquivos) Questões MULTIBANCAS;18:23
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;1;Sistema de Arquivos FAT - Teoria;24:15
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;2;Sistema de Arquivos FAT - Questões Multibancas;11:34
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;3;Sistema de Arquivos NTFS - Teoria;12:04
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;4;Sistema de Arquivos NTFS - Questão CEBRASPE;04:01
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;5;Sistema de Arquivos NTFS - Questão FGV;02:16
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;6;Sistema de Arquivos NTFS - Questão FCC;06:33
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;7;Sistema de Arquivos NTFS - Questão VUNESP;03:20
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;8;Sistema de Arquivos NTFS - Questão MULTIBANCAS;25:09
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;9;Sistema de Arquivos EXT - Teoria;22:39
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;10;Sistema de Arquivos EXT - Questão CEBRASPE;05:27
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;11;Sistema de Arquivos EXT - Questão FCC;03:42
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;12;Sistema de Arquivos EXT - Questão MULTIBANCAS;26:29
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;13;Sistema de Arquivos BTRFS - Teoria;06:05
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;14;Sistema de Arquivos BTRFS - Questões Multibancas;04:24
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;15;Sistema de Arquivos XFS - Teoria;03:59
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;16;Sistema de Arquivos XFS - Questões FGV;01:48
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;17;Sistema de Arquivos XFS - Questões FCC;03:50
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;18;Sistema de Arquivos XFS - Questões Multibancas;04:32
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;19;Sistemas de Arquivos ISO9660 e Joliet - Teoria;02:20
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;20;Sistemas de Arquivos NFS e CIFS - Teoria;06:28
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;21;Sistemas de Arquivos NFS e CIFS - Questões Multibancas;04:00
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;22;Sistema de Arquivos ReiserFS - Teoria;02:27
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;23;Sistema de Arquivos ReiserFS - Questões Multibancas;01:24
Aula 06;Sistemas de Arquivos FAT12, FAT16, FAT32, NTFS, EXT2, EXT3, EXT4, BTRFS, XFS, entre outros.;24;Sistema de Arquivos Swap - Teoria;01:25
Aula 07;Windows Desktop: instalação e configuração. Configuração e serviços de rede. Administração de usuários, grupos, permissões, controles de acesso. Explorador de arquivos. Gerenciamento de Disco. Prompt de Comando: comandos básicos. PowerShell.;1;Explorador de Arquivos;39:14
Aula 07;Windows Desktop: instalação e configuração. Configuração e serviços de rede. Administração de usuários, grupos, permissões, controles de acesso. Explorador de arquivos. Gerenciamento de Disco. Prompt de Comando: comandos básicos. PowerShell.;2;Explorador de Arquivos - Exercícios Parte 1;08:14
Aula 07;Windows Desktop: instalação e configuração. Configuração e serviços de rede. Administração de usuários, grupos, permissões, controles de acesso. Explorador de arquivos. Gerenciamento de Disco. Prompt de Comando: comandos básicos. PowerShell.;3;Explorador de Arquivos - Exercícios Parte 2;27:42
Aula 07;Windows Desktop: instalação e configuração. Configuração e serviços de rede. Administração de usuários, grupos, permissões, controles de acesso. Explorador de arquivos. Gerenciamento de Disco. Prompt de Comando: comandos básicos. PowerShell.;4;Backup e Restauração (Com Exercícios);37:20
Aula 07;Windows Desktop: instalação e configuração. Configuração e serviços de rede. Administração de usuários, grupos, permissões, controles de acesso. Explorador de arquivos. Gerenciamento de Disco. Prompt de Comando: comandos básicos. PowerShell.;5;Gerenciamento de Disco;18:45
Aula 07;Windows Desktop: instalação e configuração. Configuração e serviços de rede. Administração de usuários, grupos, permissões, controles de acesso. Explorador de arquivos. Gerenciamento de Disco. Prompt de Comando: comandos básicos. PowerShell.;6;Gerenciamento de Disco - Exercícios;18:55
Aula 07;Windows Desktop: instalação e configuração. Configuração e serviços de rede. Administração de usuários, grupos, permissões, controles de acesso. Explorador de arquivos. Gerenciamento de Disco. Prompt de Comando: comandos básicos. PowerShell.;7;Prompt de Comando e Powershell - Parte 1;29:45
Aula 07;Windows Desktop: instalação e configuração. Configuração e serviços de rede. Administração de usuários, grupos, permissões, controles de acesso. Explorador de arquivos. Gerenciamento de Disco. Prompt de Comando: comandos básicos. PowerShell.;8;Prompt de Comando e Powershell - Parte 2;40:08
Aula 07;Windows Desktop: instalação e configuração. Configuração e serviços de rede. Administração de usuários, grupos, permissões, controles de acesso. Explorador de arquivos. Gerenciamento de Disco. Prompt de Comando: comandos básicos. PowerShell.;9;Prompt de Comando e Powershell - Exercícios de Diversas Bancas;21:50
Aula 07;Windows Desktop: instalação e configuração. Configuração e serviços de rede. Administração de usuários, grupos, permissões, controles de acesso. Explorador de arquivos. Gerenciamento de Disco. Prompt de Comando: comandos básicos. PowerShell.;10;Prompt de Comando e Powershell - Exercícios - parte 2;13:12
Aula 07;Windows Desktop: instalação e configuração. Configuração e serviços de rede. Administração de usuários, grupos, permissões, controles de acesso. Explorador de arquivos. Gerenciamento de Disco. Prompt de Comando: comandos básicos. PowerShell.;11;Prompt de Comando e Powershell - Exercícios - parte 3;13:40
Aula 08;Windows Server: Conceitos básicos. Noções de configuração. Administração de serviços de diretório: Active Directory e LDAP. Administração de usuários, grupos, permissões, controles de acesso. Administração de serviços de rede: DNS, DHCP, impressão e compartilhamento de arquivo. Remote desktop. VDI. PowerShell. Interoperabilidade.;1;Windows Server - Active Directory;50:36
Aula 08;Windows Server: Conceitos básicos. Noções de configuração. Administração de serviços de diretório: Active Directory e LDAP. Administração de usuários, grupos, permissões, controles de acesso. Administração de serviços de rede: DNS, DHCP, impressão e compartilhamento de arquivo. Remote desktop. VDI. PowerShell. Interoperabilidade.;2;Windows Server - Active Directory - Exercícios;23:58
Aula 08;Windows Server: Conceitos básicos. Noções de configuração. Administração de serviços de diretório: Active Directory e LDAP. Administração de usuários, grupos, permissões, controles de acesso. Administração de serviços de rede: DNS, DHCP, impressão e compartilhamento de arquivo. Remote desktop. VDI. PowerShell. Interoperabilidade.;3;Windows Server - Protocolo LDAP;39:05
Aula 08;Windows Server: Conceitos básicos. Noções de configuração. Administração de serviços de diretório: Active Directory e LDAP. Administração de usuários, grupos, permissões, controles de acesso. Administração de serviços de rede: DNS, DHCP, impressão e compartilhamento de arquivo. Remote desktop. VDI. PowerShell. Interoperabilidade.;4;Windows Server - Protocolo LDAP - Exercícios;21:43
Aula 08;Windows Server: Conceitos básicos. Noções de configuração. Administração de serviços de diretório: Active Directory e LDAP. Administração de usuários, grupos, permissões, controles de acesso. Administração de serviços de rede: DNS, DHCP, impressão e compartilhamento de arquivo. Remote desktop. VDI. PowerShell. Interoperabilidade.;5;Windows Server - Servidor DNS;41:21
Aula 08;Windows Server: Conceitos básicos. Noções de configuração. Administração de serviços de diretório: Active Directory e LDAP. Administração de usuários, grupos, permissões, controles de acesso. Administração de serviços de rede: DNS, DHCP, impressão e compartilhamento de arquivo. Remote desktop. VDI. PowerShell. Interoperabilidade.;6;Windows Server - Servidor DNS - Exercícios;31:03
Aula 08;Windows Server: Conceitos básicos. Noções de configuração. Administração de serviços de diretório: Active Directory e LDAP. Administração de usuários, grupos, permissões, controles de acesso. Administração de serviços de rede: DNS, DHCP, impressão e compartilhamento de arquivo. Remote desktop. VDI. PowerShell. Interoperabilidade.;7;Serviço de Impressão (com exercícios);24:23
Aula 08;Windows Server: Conceitos básicos. Noções de configuração. Administração de serviços de diretório: Active Directory e LDAP. Administração de usuários, grupos, permissões, controles de acesso. Administração de serviços de rede: DNS, DHCP, impressão e compartilhamento de arquivo. Remote desktop. VDI. PowerShell. Interoperabilidade.;8;Windows Server - Servidor DHCP;26:26
Aula 08;Windows Server: Conceitos básicos. Noções de configuração. Administração de serviços de diretório: Active Directory e LDAP. Administração de usuários, grupos, permissões, controles de acesso. Administração de serviços de rede: DNS, DHCP, impressão e compartilhamento de arquivo. Remote desktop. VDI. PowerShell. Interoperabilidade.;9;Windows Server - Servidor DHCP - Exercícios;14:49
