Aula;Subtítulo;Vídeo;Videoaula;Duração
Aula 03;Post mortem forensics. Proteção da mídia. Duplicação forense. Verificação de integridade. Exame dos dados. Análise das informações.;1;Post Mortem Forensics;11:47
Aula 03;Post mortem forensics. Proteção da mídia. Duplicação forense. Verificação de integridade. Exame dos dados. Análise das informações.;2;Proteção da mídia;10:38
Aula 03;Post mortem forensics. Proteção da mídia. Duplicação forense. Verificação de integridade. Exame dos dados. Análise das informações.;3;Duplicação Forense (Post Mortem);22:10
Aula 03;Post mortem forensics. Proteção da mídia. Duplicação forense. Verificação de integridade. Exame dos dados. Análise das informações.;4;Verificação de Integridade;31:21
Aula 03;Post mortem forensics. Proteção da mídia. Duplicação forense. Verificação de integridade. Exame dos dados. Análise das informações.;5;Exame dos Dados;24:24
Aula 03;Post mortem forensics. Proteção da mídia. Duplicação forense. Verificação de integridade. Exame dos dados. Análise das informações.;6;Análise de Informações;08:30
Aula 04;Live forensics. Captura de informações. Duplicação forense. Verificação de integridade. Exame dos dados. Análise das informações.;1;Live Forensics;35:03
Aula 04;Live forensics. Captura de informações. Duplicação forense. Verificação de integridade. Exame dos dados. Análise das informações.;2;Captura de Informações;10:14
Aula 04;Live forensics. Captura de informações. Duplicação forense. Verificação de integridade. Exame dos dados. Análise das informações.;3;Duplicação Forense (Dump de Memória);16:54
Aula 04;Live forensics. Captura de informações. Duplicação forense. Verificação de integridade. Exame dos dados. Análise das informações.;4;Exame dos Dados (Live);15:08
Aula 04;Live forensics. Captura de informações. Duplicação forense. Verificação de integridade. Exame dos dados. Análise das informações.;5;Análise de Informações (live forensics);11:12
Aula 04;Live forensics. Captura de informações. Duplicação forense. Verificação de integridade. Exame dos dados. Análise das informações.;6;Exercícios de Particionamento, FAT e NTFS;21:26
Aula 05;"Sistemas de arquivos. Representação de dados. Mídias de armazenamento: (a) discos rígidos; (b) memórias flash; (c) discos ópticos. Particionamento. FAT. NTFS. EXT2, EXT3, EXT4. Outros.";1;Sistemas de Arquivos;13:39
Aula 05;"Sistemas de arquivos. Representação de dados. Mídias de armazenamento: (a) discos rígidos; (b) memórias flash; (c) discos ópticos. Particionamento. FAT. NTFS. EXT2, EXT3, EXT4. Outros.";2;Representação de Dados;41:16
Aula 05;"Sistemas de arquivos. Representação de dados. Mídias de armazenamento: (a) discos rígidos; (b) memórias flash; (c) discos ópticos. Particionamento. FAT. NTFS. EXT2, EXT3, EXT4. Outros.";3;Mídias de Armazenamento;27:56
Aula 05;"Sistemas de arquivos. Representação de dados. Mídias de armazenamento: (a) discos rígidos; (b) memórias flash; (c) discos ópticos. Particionamento. FAT. NTFS. EXT2, EXT3, EXT4. Outros.";4;Particionamento;18:55
Aula 05;"Sistemas de arquivos. Representação de dados. Mídias de armazenamento: (a) discos rígidos; (b) memórias flash; (c) discos ópticos. Particionamento. FAT. NTFS. EXT2, EXT3, EXT4. Outros.";5;FAT (File Allocation Table);24:48
Aula 05;"Sistemas de arquivos. Representação de dados. Mídias de armazenamento: (a) discos rígidos; (b) memórias flash; (c) discos ópticos. Particionamento. FAT. NTFS. EXT2, EXT3, EXT4. Outros.";6;NTFS (New Technology File System);15:16
Aula 05;"Sistemas de arquivos. Representação de dados. Mídias de armazenamento: (a) discos rígidos; (b) memórias flash; (c) discos ópticos. Particionamento. FAT. NTFS. EXT2, EXT3, EXT4. Outros.";7;Exercícios de Particionamento, FAT e NTFS;21:26
Aula 05;"Sistemas de arquivos. Representação de dados. Mídias de armazenamento: (a) discos rígidos; (b) memórias flash; (c) discos ópticos. Particionamento. FAT. NTFS. EXT2, EXT3, EXT4. Outros.";8;EXT2/EXT3;30:18
Aula 05;"Sistemas de arquivos. Representação de dados. Mídias de armazenamento: (a) discos rígidos; (b) memórias flash; (c) discos ópticos. Particionamento. FAT. NTFS. EXT2, EXT3, EXT4. Outros.";9;EXT 4;07:02
Aula 05;"Sistemas de arquivos. Representação de dados. Mídias de armazenamento: (a) discos rígidos; (b) memórias flash; (c) discos ópticos. Particionamento. FAT. NTFS. EXT2, EXT3, EXT4. Outros.";10;Outros Sistemas de Arquivos;11:33
Aula 05;"Sistemas de arquivos. Representação de dados. Mídias de armazenamento: (a) discos rígidos; (b) memórias flash; (c) discos ópticos. Particionamento. FAT. NTFS. EXT2, EXT3, EXT4. Outros.";11;Exercícios de EXT2/ EXT3/ EXT 4 e Outros Sistemas de Arquivos;13:55
Aula 06;"Recuperação de dados. Tipos de carving. Carving baseado em: (a) cabeçalho/rodapé ou cabeçalho/tamanho máximo; (b) estrutura do arquivo; (c) blocos de conteúdo; (d) sistema de arquivos.";1;Recuperação de dados;16:40
Aula 06;"Recuperação de dados. Tipos de carving. Carving baseado em: (a) cabeçalho/rodapé ou cabeçalho/tamanho máximo; (b) estrutura do arquivo; (c) blocos de conteúdo; (d) sistema de arquivos.";2;Tipos de carving;12:19
Aula 06;"Recuperação de dados. Tipos de carving. Carving baseado em: (a) cabeçalho/rodapé ou cabeçalho/tamanho máximo; (b) estrutura do arquivo; (c) blocos de conteúdo; (d) sistema de arquivos.";3;Carving baseado em cabeçalho/rodapé;08:42
Aula 06;"Recuperação de dados. Tipos de carving. Carving baseado em: (a) cabeçalho/rodapé ou cabeçalho/tamanho máximo; (b) estrutura do arquivo; (c) blocos de conteúdo; (d) sistema de arquivos.";4;Carving baseado em estrutura de arquivos;06:44
Aula 06;"Recuperação de dados. Tipos de carving. Carving baseado em: (a) cabeçalho/rodapé ou cabeçalho/tamanho máximo; (b) estrutura do arquivo; (c) blocos de conteúdo; (d) sistema de arquivos.";5;Carving baseado em blocos de conteúdo;04:48
Aula 06;"Recuperação de dados. Tipos de carving. Carving baseado em: (a) cabeçalho/rodapé ou cabeçalho/tamanho máximo; (b) estrutura do arquivo; (c) blocos de conteúdo; (d) sistema de arquivos.";6;Carving baseado em sistemas de arquivos;15:32
Aula 06;"Recuperação de dados. Tipos de carving. Carving baseado em: (a) cabeçalho/rodapé ou cabeçalho/tamanho máximo; (b) estrutura do arquivo; (c) blocos de conteúdo; (d) sistema de arquivos.";7;Exercício recuperação de dados;12:08
Aula 07;"Quebra de senhas. Detecção de conteúdo criptografado. Recuperação de senhas: (a) recuperação direta; (b) ataque do dicionário; (c) ataque de força bruta; (d) pré-computado (rainbow tables); (e) híbrido.";1;Quebra de senhas;08:05
Aula 07;"Quebra de senhas. Detecção de conteúdo criptografado. Recuperação de senhas: (a) recuperação direta; (b) ataque do dicionário; (c) ataque de força bruta; (d) pré-computado (rainbow tables); (e) híbrido.";2;Detecção de conteúdo criptografado;08:26
Aula 07;"Quebra de senhas. Detecção de conteúdo criptografado. Recuperação de senhas: (a) recuperação direta; (b) ataque do dicionário; (c) ataque de força bruta; (d) pré-computado (rainbow tables); (e) híbrido.";3;Recuperação direta;14:53
Aula 07;"Quebra de senhas. Detecção de conteúdo criptografado. Recuperação de senhas: (a) recuperação direta; (b) ataque do dicionário; (c) ataque de força bruta; (d) pré-computado (rainbow tables); (e) híbrido.";4;Ataque de força bruta;08:35
Aula 07;"Quebra de senhas. Detecção de conteúdo criptografado. Recuperação de senhas: (a) recuperação direta; (b) ataque do dicionário; (c) ataque de força bruta; (d) pré-computado (rainbow tables); (e) híbrido.";5;Ataque do dicionário;11:46
Aula 07;"Quebra de senhas. Detecção de conteúdo criptografado. Recuperação de senhas: (a) recuperação direta; (b) ataque do dicionário; (c) ataque de força bruta; (d) pré-computado (rainbow tables); (e) híbrido.";6;Rainbow tables;11:23
Aula 07;"Quebra de senhas. Detecção de conteúdo criptografado. Recuperação de senhas: (a) recuperação direta; (b) ataque do dicionário; (c) ataque de força bruta; (d) pré-computado (rainbow tables); (e) híbrido.";7;Híbrido;04:57
Aula 07;"Quebra de senhas. Detecção de conteúdo criptografado. Recuperação de senhas: (a) recuperação direta; (b) ataque do dicionário; (c) ataque de força bruta; (d) pré-computado (rainbow tables); (e) híbrido.";8;Exercícios quebra de senhas;13:23
Aula 08;Análise de sistemas Windows. Registro. Eventos. Lixeira. Prefetch.;1;Registro;34:42
Aula 08;Análise de sistemas Windows. Registro. Eventos. Lixeira. Prefetch.;2;Eventos;14:29
Aula 08;Análise de sistemas Windows. Registro. Eventos. Lixeira. Prefetch.;3;Lixeira;10:36
Aula 08;Análise de sistemas Windows. Registro. Eventos. Lixeira. Prefetch.;4;Prefetch;12:42
Aula 09;"Análise em dispositivos móveis. Tecnologia GSM. Cartões SIM. Memória interna. Preservação da evidência. Conexão com o dispositivo. Coleta dos dados: (a) coleta automática; (b) coleta direta; (c) coleta manual; (d) coleta avançada. Análise das informações.";1;Análise em Dispositivos Móveis;16:52
Aula 09;"Análise em dispositivos móveis. Tecnologia GSM. Cartões SIM. Memória interna. Preservação da evidência. Conexão com o dispositivo. Coleta dos dados: (a) coleta automática; (b) coleta direta; (c) coleta manual; (d) coleta avançada. Análise das informações.";2;Tecnologia GSM e Cartões SIM;09:37
Aula 09;"Análise em dispositivos móveis. Tecnologia GSM. Cartões SIM. Memória interna. Preservação da evidência. Conexão com o dispositivo. Coleta dos dados: (a) coleta automática; (b) coleta direta; (c) coleta manual; (d) coleta avançada. Análise das informações.";3;Memória Interna;06:00
Aula 09;"Análise em dispositivos móveis. Tecnologia GSM. Cartões SIM. Memória interna. Preservação da evidência. Conexão com o dispositivo. Coleta dos dados: (a) coleta automática; (b) coleta direta; (c) coleta manual; (d) coleta avançada. Análise das informações.";4;Preservação da Evidência;05:43
Aula 09;"Análise em dispositivos móveis. Tecnologia GSM. Cartões SIM. Memória interna. Preservação da evidência. Conexão com o dispositivo. Coleta dos dados: (a) coleta automática; (b) coleta direta; (c) coleta manual; (d) coleta avançada. Análise das informações.";5;Conexão com o Dispositivo;03:23
Aula 09;"Análise em dispositivos móveis. Tecnologia GSM. Cartões SIM. Memória interna. Preservação da evidência. Conexão com o dispositivo. Coleta dos dados: (a) coleta automática; (b) coleta direta; (c) coleta manual; (d) coleta avançada. Análise das informações.";6;Coleta dos Dados;15:48
Aula 09;"Análise em dispositivos móveis. Tecnologia GSM. Cartões SIM. Memória interna. Preservação da evidência. Conexão com o dispositivo. Coleta dos dados: (a) coleta automática; (b) coleta direta; (c) coleta manual; (d) coleta avançada. Análise das informações.";7;Análise das Informações;09:51
Aula 09;"Análise em dispositivos móveis. Tecnologia GSM. Cartões SIM. Memória interna. Preservação da evidência. Conexão com o dispositivo. Coleta dos dados: (a) coleta automática; (b) coleta direta; (c) coleta manual; (d) coleta avançada. Análise das informações.";8;Exercícios sobre Análise em Dispositivos Móveis;12:05
Aula 10;Network forensics. Protocolos e equipamentos de redes. Fontes de vestígios cibernéticos. Captura e análise de tráfego. Criptografia aplicada aos protocolos.;1;Network Forensics;07:48
Aula 10;Network forensics. Protocolos e equipamentos de redes. Fontes de vestígios cibernéticos. Captura e análise de tráfego. Criptografia aplicada aos protocolos.;2;Protocolos e Equipamentos de Rede;38:20
Aula 10;Network forensics. Protocolos e equipamentos de redes. Fontes de vestígios cibernéticos. Captura e análise de tráfego. Criptografia aplicada aos protocolos.;3;Fontes de Vestígios Cibernéticos;10:51
Aula 10;Network forensics. Protocolos e equipamentos de redes. Fontes de vestígios cibernéticos. Captura e análise de tráfego. Criptografia aplicada aos protocolos.;4;Captura e Análise de Tráfego;31:21
Aula 10;Network forensics. Protocolos e equipamentos de redes. Fontes de vestígios cibernéticos. Captura e análise de tráfego. Criptografia aplicada aos protocolos.;5;Criptografia Aplicada aos Protocolos;06:17
Aula 10;Network forensics. Protocolos e equipamentos de redes. Fontes de vestígios cibernéticos. Captura e análise de tráfego. Criptografia aplicada aos protocolos.;6;Exercícios Network Forensics;34:07
Aula 11;Análise de malwares. Técnicas estáticas e dinâmicas. Uso de máquinas virtuais. Análise de malwares para Windows. Comportamento do malware. Técnicas contra a engenharia reversa.;1;Análise de Malwares;09:14
Aula 11;Análise de malwares. Técnicas estáticas e dinâmicas. Uso de máquinas virtuais. Análise de malwares para Windows. Comportamento do malware. Técnicas contra a engenharia reversa.;2;Técnicas Estáticas e Dinâmicas;19:10
Aula 11;Análise de malwares. Técnicas estáticas e dinâmicas. Uso de máquinas virtuais. Análise de malwares para Windows. Comportamento do malware. Técnicas contra a engenharia reversa.;3;Uso de Máquinas Virtuais;10:07
Aula 11;Análise de malwares. Técnicas estáticas e dinâmicas. Uso de máquinas virtuais. Análise de malwares para Windows. Comportamento do malware. Técnicas contra a engenharia reversa.;4;Comportamento do Malware;09:03
Aula 11;Análise de malwares. Técnicas estáticas e dinâmicas. Uso de máquinas virtuais. Análise de malwares para Windows. Comportamento do malware. Técnicas contra a engenharia reversa.;5;Técnicas Contra a Engenharia Reversa;17:30
Aula 11;Análise de malwares. Técnicas estáticas e dinâmicas. Uso de máquinas virtuais. Análise de malwares para Windows. Comportamento do malware. Técnicas contra a engenharia reversa.;6;Exercícios de Análise de Malware;22:06
Aula 12;"Análise de pornografia infanto- juvenil: Pedofilia. A legislação. Caracterização do crime. Detecção de conteúdo e de compartilhamento de arquivos. Laudo pericial: Características. Itens de um laudo: (a) introdução; (b) resumo do incidente; (c) objetivo; (d) metodologia; (e) resultado; (f) conclusão/resposta aos quesitos; (g) considerações finais; (h) anexo(s).";1;A Legislação;22:16
Aula 12;"Análise de pornografia infanto- juvenil: Pedofilia. A legislação. Caracterização do crime. Detecção de conteúdo e de compartilhamento de arquivos. Laudo pericial: Características. Itens de um laudo: (a) introdução; (b) resumo do incidente; (c) objetivo; (d) metodologia; (e) resultado; (f) conclusão/resposta aos quesitos; (g) considerações finais; (h) anexo(s).";2;Caracterização do Crime;08:09
Aula 12;"Análise de pornografia infanto- juvenil: Pedofilia. A legislação. Caracterização do crime. Detecção de conteúdo e de compartilhamento de arquivos. Laudo pericial: Características. Itens de um laudo: (a) introdução; (b) resumo do incidente; (c) objetivo; (d) metodologia; (e) resultado; (f) conclusão/resposta aos quesitos; (g) considerações finais; (h) anexo(s).";3;Detecção de Conteúdo e de Compartilhamento de Arquivos;15:25
Aula 12;"Análise de pornografia infanto- juvenil: Pedofilia. A legislação. Caracterização do crime. Detecção de conteúdo e de compartilhamento de arquivos. Laudo pericial: Características. Itens de um laudo: (a) introdução; (b) resumo do incidente; (c) objetivo; (d) metodologia; (e) resultado; (f) conclusão/resposta aos quesitos; (g) considerações finais; (h) anexo(s).";4;Exercícios Análise de Pornografia Infanto-juvenil;08:28
Aula 13;"Antiforense digital. Proteção: criptografia. Destruição: (a) física; (b) lógica. Ocultação: (a) ADS (Alternate Data Stream); (b) partições ocultas; (c) slackering; (d) esteganografia. Ofuscação. Falsificação. Prevenção à análise. Subversão de ferramentas.";1;Proteção: Criptografia;29:04
Aula 13;"Antiforense digital. Proteção: criptografia. Destruição: (a) física; (b) lógica. Ocultação: (a) ADS (Alternate Data Stream); (b) partições ocultas; (c) slackering; (d) esteganografia. Ofuscação. Falsificação. Prevenção à análise. Subversão de ferramentas.";2;Destruição: Física e Lógica;18:25
Aula 13;"Antiforense digital. Proteção: criptografia. Destruição: (a) física; (b) lógica. Ocultação: (a) ADS (Alternate Data Stream); (b) partições ocultas; (c) slackering; (d) esteganografia. Ofuscação. Falsificação. Prevenção à análise. Subversão de ferramentas.";3;Ocultação: ADS, Participações Ocultas, Slackering, Esteganografia;36:16
Aula 13;"Antiforense digital. Proteção: criptografia. Destruição: (a) física; (b) lógica. Ocultação: (a) ADS (Alternate Data Stream); (b) partições ocultas; (c) slackering; (d) esteganografia. Ofuscação. Falsificação. Prevenção à análise. Subversão de ferramentas.";4;Ofuscação;07:31
Aula 13;"Antiforense digital. Proteção: criptografia. Destruição: (a) física; (b) lógica. Ocultação: (a) ADS (Alternate Data Stream); (b) partições ocultas; (c) slackering; (d) esteganografia. Ofuscação. Falsificação. Prevenção à análise. Subversão de ferramentas.";5;Falsificação;07:24
Aula 13;"Antiforense digital. Proteção: criptografia. Destruição: (a) física; (b) lógica. Ocultação: (a) ADS (Alternate Data Stream); (b) partições ocultas; (c) slackering; (d) esteganografia. Ofuscação. Falsificação. Prevenção à análise. Subversão de ferramentas.";6;Prevenção à Análise;07:18
Aula 13;"Antiforense digital. Proteção: criptografia. Destruição: (a) física; (b) lógica. Ocultação: (a) ADS (Alternate Data Stream); (b) partições ocultas; (c) slackering; (d) esteganografia. Ofuscação. Falsificação. Prevenção à análise. Subversão de ferramentas.";7;Subversão de Ferramentas;05:12
